Post ID,Permalink,Post Message,Type,Posted,reach,comment,like,share,幫別人宣傳,心情,商品,活動,社會福利、弱勢,剩食,最近議題,街賣者,街友
509931262445814_688387194600219,https://www.facebook.com/Do.you.a.flavor/posts/688387194600219,【街賣日記】一段愛與展架的故事：從前從前，故事都是這麼開始 by.剛勇在規劃嶄新的街賣計畫時，能讓街賣者舒服販售、路人不用懷著壓力瀏覽的商品展示架，一直被列為團隊討論要點「不漂亮是絕對不行的！」團隊裡有設計師也常是件麻煩的事，想到不夠完整的規劃可能會造成成果醜陋粗糙，加上大學時主要學的是平面設計，回憶起以前學3D軟體時產生的陰影及那些年在系館抱肝痛哭的夜晚。想到有可能會做出一個醜展架，寧願自己把它扛到十二樓，點火後從窗戶丟出去，也不願意放在街頭「先求有，再求好」（完全產前憂鬱症）於是，展架設計一延再延。從去年年中至今年年初，拜訪過了生產者與農友、確定商品品項、包裝設計完成，終於到四月，夥伴又再度詢問起展架的進度，沒有任何藉口理由逃避了，沒，有，了。正抱著煩躁不安的心情搜尋參考圖片之際，小天使「久甘設計」降臨了。久甘設計是由三位工業設計師組成的新創團隊，目標透過設計，改善現在社會對於街頭討生活的人們不夠友善的環境。除了理念相同外，巧的是久甘正在籌備今年年中舉辦設計工作坊「路頭賺呷人」，邀請設計師或各行各業一起來上課，並發想出一套體貼弱勢街賣者街賣設備與流程。第一次見面討論，很快便確定了之後合作的方向。不久後，人生百味試辦了第一屆的街賣松，久甘的小龍代表出席，同時網羅到了互動設計師心怡以及陳列展架設計師Apple，組成了展架戰隊，愛與勇氣的故事就此展開了(三粒偶像劇標準開頭)街頭展架的設計要點共有三大項：好攜帶、好變化、好好看。1.好攜帶目前與人生百味合作的街賣者，以輪椅代步的身障者居多。行人可以輕鬆跨過的路面落差，對於輪椅其實是十分不友善的。人與輪椅緊密結合，使身障者對於柏油路乃至上下大眾運輸工具的顛簸，都容易因晃動感到不適，如果攜帶的商品不小心震落，要拾起更是件麻煩事。好攜帶便是考量來回路程中對身障街賣者的體貼，具有較高的穩定性，不易受到震動影響或卡到出入口等周圍設施。並需要具備易拆性，畢竟，人家也是需要下班的。2.好變化除了乘坐電動輪椅的身障者，隱性身障(可能由於疾病無法使力或萎縮)、老人家、街友等等街賣者，對與商品展示及兜售都有不同層級的需求。我們希望以一個概念延伸出各種可能，一個基礎展架，上至擴展成一台文青熱愛少女瘋狂的街賣車，下至精簡成迷你好背好帶的小籃架。兼具統一視覺的美感，卻又具備可依個人狀態調整的特色，雖然辛苦，但每個人都是自己的頭家。3.好好看除了展架自己要漂亮外(到底想強調幾次)，更重要的是能讓經過的行人有好好看清楚上頭商品的意願及能力。我們都曾有這樣的經驗，當走在路上遇到捧著塑膠籃子的街賣者，常因為覺得「應該沒有我想要的東西」、害怕「看了就一定得買」，而決定繞路或選擇忽略。好的展架及招牌，必須像喬喬那麼有長輩緣，讓人在路過的那0.1秒瞬間做出判讀，想停下來多看兩眼，或引發興趣讓人走向前多瞭解一些。經過beta街賣松後，展架戰隊開始訪問及記錄百味合作街賣者的需求，搜集網路資料，並且分類；選定設計方向後，先以現有素材製作草稿(感謝夢想城鄉大方出借場地，還有阿輝的幫忙)(小龍顯示為壓力很大XD)第一次的展架草稿出爐！禮拜四馬上拿到後山埤捷運站讓合作街賣者校長鑑定。果然還是與想像有點差距，鐵架較重會壓彎水管支架，商品加上招牌可能過重會造成負擔，另外也需為捷運站出入口調整寬度。展架戰隊決定將草稿先拆下來另約時間改造，設計師們就坐在捷運出口旁的花圃，討論到將近十點。此時校長也因生意不佳，陪我們一起加班著。展架尚未成功，戰隊仍在努力。就算是前做過許多研究，實作後還是會產生不少，甚至更多的問題。不過這讓每一步的前進倍感踏實，人家都說了成功沒有捷徑，於是蜿蜒道路上我們竭盡所能吸取能量，每一次教訓及肯定都是額外獲得的禮物。不確定的事還很多，我們需要更相信自己。路邊若看到一群怪怪的青年圍著街賣者，他們大概正在做這件事： http://doyouaflavor.tw,Link,6/20/1512:00上午,3636,6,127,8,,,,1,,,,,
509931262445814_686809431424662,https://www.facebook.com/Do.you.a.flavor/posts/686809431424662:0,"【人生百味街賣報告(3)】街賣者的販賣形式販賣形式有三種區分方式，街賣者作何選擇因人而異。▍（一）主動推銷vs.被動推銷主動推銷是主動趨近消費者進行推銷，主要是組織型街賣者選擇的方式，可以確實的增加入收。推銷遊說的理由以「請支持自食其力的弱勢」為主：但是主動推銷和強迫推銷有程度的不同，不同的街賣者各有拿捏，有人是遭拒絕就打住，也有人則會進一步遊說，甚至不斷「精進」自己的遊說功夫。被動推銷是被動等待客人上門再攀談、推銷，選擇這種形式的街賣者有些是因為個性內向，或是有較強的自我要求，後者會對強迫推銷者有很強的厭惡感。▍（二）定點銷售vs.流動銷售大部分的街賣者都選擇定點銷售，主要原因是街賣的場地有很多考量，除了考慮地緣之外，還包括警察取締、當地人潮屬性與產品的契合度、安全性（預防車禍）、生理方便性（喝水、上廁所、無障礙空間）、同行密集度，使他們不容易變換地點。然而，有時會因特殊理由選擇輪動，理由是同一名消費者必須等待一定的時間才會發揮愛心重複購買街賣產品，而某些日用品也必須等當地消費者用完才會再購買。▍（三）獨立型vs.組織型就組織型老闆所言，參與組織的街賣者一般是考慮人際需求，有人互相照顧，也可督促自己努力賺錢。有人則認為一些組織是利用後方推輪椅的大陸妹，讓男性街賣者願意留下，因為即使賺不到錢，至少在販賣過程中有異性可以陪說話。關於獨立型，最大的好處是完全自由、且利潤較高：(街賣者)：你要看程度阿,看這個殘障的程度阿,我是很堅強,我拄著拐杖,騎著摩托車,我就去批貨。他們（組織型）完全沒有這方面...也許集團也是看中他們這一點啦,才會收留他們吃住阿,阿就是他們派哪個大陸推他們,他就給他們推阿,配合他們的時間阿。比如說他們現在來,有時候要賣到晚上11、12點,這邊如果沒有,還要到夜市去賣,阿我不用阿,我不貪阿,我只要今天賺夠了,我媽媽的那個付得出來,我就自由...我就回家啦。-小結不同的街賣者，都有自己的堅持與價值選擇，一概而論對於有理念堅持的街賣者是一種嚴重的傷害。",Photo,6/20/1512:00上午,1938,1,45,2,,,,,,,,1,
509931262445814_686801828092089,https://www.facebook.com/Do.you.a.flavor/posts/686801828092089:0,"【人生百味街賣報告(2)】為什麼選擇成為街賣者?許多人常認為，街賣是一份低門檻的工作，所以才會有許多弱勢者從事，但低技術門檻的工作比比階是，超過九成過去有其他工作經驗，且街賣也絕非低門檻的工作，夏天早上悶熱、下午暴雨，冬天賣到四肢冰冷，天氣再熱也不敢喝太多水，因為行動不方便，而廁所距離很遠，吃飯要找無障礙空間，被警察取締，還要拉下臉向路人推銷忍耐冷潮熱諷，如果不是有高度的覺悟與毅力，絕對撐不了幾天就放棄了。而為什麼最後卻選擇街賣這份工作?其實是主要是基於以下三個原因。▍（一）經濟考量：經濟考量是受訪者選擇成為街賣者的最普遍原因。街賣收入實際上高於一般民眾的預期，至少超過最低薪資或家庭代工的收入，幾位受訪者都談到這點：(街賣者A)：因為我們那時候離開社福單位的時候，一個月，不到平均最低薪資……那時候，政府如果設一萬七的話，它一萬出頭而已，差很多。那，在這邊……整年度這樣平均的話，矣，至少我們兩個至少都有超過基本薪資……會比以前在公司好。(街賣者B)：因為我要來養媽媽，我要養媽媽。因為我媽已經86歲了,阿她已經失智了，阿怕他跑出去不知道路回來，也怕她摔跤，沒人侍候他洗澡幹嘛的，也是一個危險……所以我們兄弟姐妹就商量，說要請一個外勞來24小時照顧她。啊我就沒辦法...我本來是在家裡修改衣服,我自己是可以過，如果不要負擔我媽，我自己是可以過。阿為了要顧我媽媽的一個月一萬塊錢,我一定要出來做這個阿。然而，這樣的經濟壓力，未必是個人的經濟考慮。如果沒有照顧親人的壓力，個案未必會選擇成為街賣者，正如受訪B所說：「如果不要負擔我媽，我自己是可以過」。▍（二）工作形式考量：街賣者因為生理上或個性上的問題，無法因應一般公司的工作型態，而街賣擁有的自由度或彈性，就成為他們的選擇。例如有人曾提到自己無法負荷先前工作上的肢體負荷，所以選擇離開。像是受訪C提到的問題：(街賣者C)：因為我本身是有憂鬱症，長期以來都有在吃藥，就算吃了藥，很容易因為外面的聲音醒來，……可能到四點，六點才會睡著，睡了又醒，又會做惡夢，一般公司對我來講不是這麼適合，因為我沒辦法這麼早起，做這樣的工作對我來說比較彈性，比較不會有困擾，因為有時候我要拿藥看醫生。街賣者F在訪談過程中也提到，即使集團內的街賣者相較於個體戶有較多的工作約束，也不會像一般公司有硬性的契約規定，許多集團員工習慣自由工作：(街賣者F(組織老闆))：我們賣的人(街賣者)要休息你也不能說不可以啊，沒有辦法說不可以嘛。我們這是不像公司的公司，只要你有辦法照顧自己就好，所以你真的有事情不舒服，你想休息，累了，也不會有人去管你，不過也是會有這樣的人，就只是想要休息，都不會去想說你一天在這裡吃住花多少錢，還要生活，休到連生活都有問題，我雖然可以幫你，幫你一次兩次，到了第三次你都不會覺得不好意思嗎? 而且同事之間也會看啊，對不對，人家去上班你沒去上班，同事就會想既然他可以休息，那我也休息啊，不過在我們這裡不會這樣，都會提前講，像母親節到了，他們就會講說要休息幾天，不是我們規定的，像是有人說他要回去桃園陪媽媽兩天，那他就休兩天。▍（三）環境氣氛考量：相對於利益導向的工作環境，街賣環境可能遇到更多的同理者（即使仍有少數環抱歧視心態的民眾），這樣的環境氛圍也是特定個案青睞街賣行業的原因之一。這樣的心態出現在街賣者A、C、E身上，尤其是C：(街賣者C)：就是在公司裡面難免會有一些利益關係，像我們以前是打件的，有些人會用一些心機，我不知道怎麼說……就是想多賺一點。(街賣者A)：因為以前是按件計酬，……有時候其他人會搶你的（工作），打一些信用卡資料，打一筆五元，他就會想辦法搶走你的件數……影響就是互動愈來愈差，本來像朋友一樣，待的愈久反而找不到像一開始進去的熟悉感……感覺心的距離愈來愈遠。(街賣者C)：……我覺得（現在）畢竟比較沒有那樣的利益關係，我比較喜歡現在這樣人與人之間比較單純。(街賣者C)：自從賣了這個，我才發現我蠻喜歡這種感覺的，以前比較怕跟人家講話，現在就比較不怕，所以我一直持續做這樣工作的原因之一是我喜歡這種感覺，可以認識很多人，這些人給我很多鼓勵，給我很大的勇氣，有時候天氣冷……得要死，有時候客人的一杯飲料一句話，都讓我很感動（哽咽）-小結因此可以看出，糅合以上元素的街賣，其實有著不可取代性，也代表了台灣就業市場一直都是資方市場，工作從來是考慮老闆需求，而非勞工需求，缺少友善工作機會。photo by Denny Chen",Photo,6/19/1512:00上午,3211,2,108,4,,,,,,,,1,
509931262445814_687472488025023,https://www.facebook.com/Do.you.a.flavor/posts/687472488025023,感謝大家對香蕉好心乾的厚愛，好趴呢芒果也上場啦！夏天一定要囤好幾打，不然冬天就吃不到了嗚嗚（太早開始未雨綢繆拉）第一批的芒果已到東門站的小明手上，請大家繼續支持街頭撞見良食：）好多好多水果在這裡的嶄新街賣： http://doyouaflavor.tw,Photo,6/18/1512:00上午,2707,2,90,1,,,,,,,,1,
509931262445814_686648001440805,https://www.facebook.com/Do.you.a.flavor/posts/686648001440805:0,【人生百味街賣報告(1)】前言&台灣的街賣生態-前言相信身在台灣的我們，對於在街頭上銷售口香糖、玉蘭花、日用品、彩券的街賣者必定不陌生，但是在台灣社會學的發展過程中，對於「街賣」一直都沒有系統性的研究，這樣從最古早社會裡的商業通路，到現在在某些特定商品的街賣上上，幾乎是專屬於弱勢就業者的工作。觀察到這樣的現象，我們開始懷疑，弱勢街賣者的存在，是否代表著這份工作存在著某些特性，使之成為一份比主流職業更為友善的工作。我們認為這個問題的答案，是「新街賣」不可或缺的必要元素。因此人生百味與專家合作，整理歸納三個問題，，開始以雙北的街賣者為目標者為目標族群，進行了這次研究。-台灣的街賣生態▍獨立型街賣者街賣者分成個體型與組織型兩種，獨立街賣自行批貨、通勤、銷售，較為單純、自由；(1)規模目前尚無數據，以雙北而言，推估人數至少超過200。(2)售價與利潤 a.玉蘭花訂價在20-30元，成本1-2成(未計入人工)，多需在深夜批發，保存期為1-2天。b.刮刮樂訂價在100-200元，成本9成(無人工)，保存期長c.日用品訂價為100元，成本2-5成(視批貨管道而定)，保存期長(3)困境過去以身障者為主的街賣，近年逐漸有街友、新移民(中國籍)的加入，尤其在人潮多的車站、捷運站等處，開始有市場分食的現象。同時在這些「熱門處」又比較容易發生取締，造成街賣者生存更為困難。▍組織型街賣者後者由組織統一批貨、載送，部份提供吃、住與交通(司機載送或人工推輪椅)，對銷售時間有要求，成員流動性大，(1)規模雙北目前有6、7個集團，規模較大者有10-20名街賣者。集團老闆之間並沒有極端對立，老闆彼此互相認識，缺貨時還會互相調貨。(2)售價與利潤以日用品為主，100元的產品，成本約在20-40元之間，組織會取得10-30元，街賣者取得50元。若有人推送輪椅，則需再分20-30元給推送的人。(3)困境因社會污名化與取締問題，之前曾陳情，要求政府規劃街賣區，但沒有產生社會迴響與支持。所訪談的集團主表示想要轉型成公益團體。而其中的關鍵是財務透明，但是轉型需要其他的知識（例如會計師的參與），因不熟悉這些過程所以擱置。▍彼此間的互動街賣者之間的互動有兩極化的狀況，對於鄰近的競爭者懷有敵意，但又會建構出他們自己的潛規則以保持和諧，例如不可在另一人交易未完成之前接近推銷。對於沒有鄰近競爭關係的街賣者，則很容易相互融入，會分享銷售經驗甚至個人家庭故事。-小結在人生百味想串連街賣者，成為街頭通路品牌的過程中，我們發現街賣真的是一份高貴的工作，每位街賣者都是面對生命的挫折後重新站起的勇士，但卻長期蒙受誤解且未受尊重，甚至連自己對不敢向家人與朋友提起自己的工作，我們希望透過資我們的街賣計畫，讓更多人了解，街賣就是一份工作，它有自己的光，需多的只是被看見。--原始資料仍未甄至完備，資料的搜集與分析仍在持續-感謝台大社會心理學博士 余思賢先生所進行專業田野訪查與分析資料，並提出完整的分析報告。photo by Denny Chen,Photo,6/17/1512:00上午,3462,2,138,13,,,,,,,,1,
509931262445814_686689988103273,https://www.facebook.com/Do.you.a.flavor/posts/686689988103273:0,今天到雲林拜訪合作的生產者，每ㄧ次聊起彼此的理念及觀看製作過程，都讓人感到深深佩服，並且充滿信心！,Photo,6/16/1512:00上午,1571,,69,1,,,1,,,,,,
509931262445814_685620581543547,https://www.facebook.com/Do.you.a.flavor/posts/685620581543547:0,午安，今天大稻埕舉辦城隍爺慶生會。迪化街有許多活動跟市集，歡迎大家來玩。工作室的免費酷卡貼紙區也有些更新，正夯的反課綱違調貼紙也放上了（感謝默契咖啡），限量五十組要搶要快。人生百味工作室地址：台北市大同區民生西路362巷23號2樓永樂市場右後方巷子內的眾藝埕持續關注反黑箱課綱行動聯盟夢想工作室 影片 https://www.youtube.com/watch?v=4Yqr9_InNc0,Photo,6/13/1512:00上午,2031,2,50,,,,,1,,,,,
509931262445814_685312818240990,https://www.facebook.com/Do.you.a.flavor/posts/685312818240990:0,【 畢業快樂 】by.剛勇(大家應該被畢業文洗版整天了吧，不好意思百味也來參一腳XD)中午參加了認識十年的好朋友碩士畢業典禮。農學院院長以及農藝系系主任在台上引言時，給畢業生的，不是未來請振翅高飛爭取更高榮耀等士氣振奮，而是提醒每位同學，未來有任何成就，這份成功並不是自己的，而是來自於社會大大小小每一份子及資源的積累。在場感受十分深刻，農學院的師生就如同成熟稻穗般，溫柔樸實，並且如此貼近土地。在過去，從小生長於都會的我們，尚不知人與田的關係。直到認識並與農夫成為朋友，直到發現自小到大的玩伴對於農業知識的執著：在他們談論這片土地以及作物時發亮的眼神，以及大口吃下喝下他們親手栽培，紮實自土中冒出的食物。我心懷感謝，並深深感受到這份與土地的連線重新被拾起，原來一直都在。「在面對許多對自己的質疑時，我們都需要勇氣。而在研究所的這段期間，得到最珍貴的禮物就是，教我們面對自己的勇氣。」謝謝好朋友，謝謝所有為這片土地的美好而奮鬥的人。我們對未來有許多徬徨，但也充滿了勇氣。希望也牽起你與土地之線的嶄新街賣：http://doyouaflavor.tw/,Photo,6/13/1512:00上午,2330,3,43,1,,1,,,,,,,
509931262445814_685233474915591,https://www.facebook.com/Do.you.a.flavor/posts/685233474915591,【來友善加工工作坊上課囉】by阿德開發產品的過程中，大概有一半的生產者都是小型加工作業，食品加工不外乎組合、醃漬，烘培、發酵、成膠等等。現在學校的課程都是針對工廠式的生產，對於沒有昂貴機具且想要從事友善加工的小生產者，沒有一個完整且有系統的知識，因此好食機與食品技師謝馥如老師合作，開設了第一期專門針對小型加工的工作坊，組織並提供完整的食品衛生知識。為了確保街賣產品的品質，也讓人生百味、街賣者、小型生產者一起進步，我們也參加這次工作坊，並且計畫逐步建立更為健全的製作流程、潔淨管制點、安心包裝，適合街頭的包裝與保存方式。謝謝好食機與謝馥如老師開這麼威猛的課。,Photo,6/12/1512:00上午,1288,,36,,,,,1,,,,,
509931262445814_684918354947103,https://www.facebook.com/Do.you.a.flavor/posts/684918354947103,柯P應起來，社工留下來！！！捍衛社工專業自主，拒絕政治打壓介入。社工加油！！,Photo,6/11/1512:00上午,1468,1,65,,1,,,,,,,,
509931262445814_684547481650857,https://www.facebook.com/Do.you.a.flavor/posts/684547481650857,[街賣進度小報]by.剛勇天氣很熱，嶄新的街賣也如火如荼，黑了一個色號進行中。上週末百味到了桃園與生產者見面討論合作，沒想到大家竟然年紀相仿，聊了不少過往工作遭遇的困境以及對未來理想生活的想像 「以前下班回家累得只想窩在房間滑手機，現在家人常聚在一起做著檸檬乾，儘管累，但卻多了許多相處和互動的時間。」友善的，舒適的，讓許多人感受到幸福的生產及供應鏈，現今聽起來遙不可及，但其實台灣存在如此多為各自美好理念奮鬥者，藉由串連集力，我們希望成為一股溫和藴藉的能量。 街頭撞見良食商品發表倒數，雖然照片好像破梗了，還是請大家假裝期待一下XD膚色跟信念都越來越深的嶄新街賣 http://doyouaflavor.tw/,Photo,6/10/1512:00上午,2743,5,85,1,,,,1,,,,,
509931262445814_684100701695535,https://www.facebook.com/Do.you.a.flavor/posts/684100701695535,在文章發表之時，對人生百味亦師亦友的忠哥已經確定請辭。獻忠所付出的早已遠遠超越一個約約聘社工所需要付出的，而這樣盡心盡力的人與其芒草心協會，竟然成為不實指控下的犧牲者。祝福忠哥，加油!,Photo,6/9/1512:00上午,3472,2,130,,,,,,,,,,
509931262445814_683651351740470,https://www.facebook.com/Do.you.a.flavor/posts/683651351740470,【 路頭賺呷人：以設計點亮街頭的體貼 】by.剛勇有多少次，我們曾低頭走過，漠視街頭上的差異？端著玉蘭花的婆婆、掛著公益彩券的身障者，又或是叫賣餅乾的遲緩兒，我們對弱勢街賣者懷抱不捨，卻又不知能做什麼。這一次，來場不同以往的挑戰吧！久甘設計 說：「路頭賺呷」進入的門檻雖低，卻遊走在法律邊緣，工作環境的品質低下、危險性又高，所得到的收益與其付出的代價不成比例，偶一為之的新聞報導雖然能夠喚起社會大眾的關切，但這樣短暫的媒體曝光所收到的回饋與幫助效果卻十分有限，因此我們規畫以設計工作營的方式重新集合社會資源，期望讓「路頭賺呷人」能夠更從容、踏實地向前邁步。在幾個月前，人生百味與久甘設計開始討論合作，策劃為弱勢狀態的街賣者設計兼具美觀及實用功能的展架。每週一次的設計會議，總是在平日大家的下班後，從發想、收斂、製作體草稿，逐步以自身專業領域參與了社會實踐。對這社會有共同想像的樣子，雖然未來充滿變數，但也因此充滿期待。我們準備好了。------------------------久甘設計正在參加網路上的人氣競選比賽，也請大家多多支持囉！歡迎點進連結閱讀更多他們的介紹及理念。,Link,6/8/1512:00上午,2167,,65,8,1,,,,,,,,
509931262445814_683688131736792,https://www.facebook.com/Do.you.a.flavor/posts/683688131736792,【應曉薇議員指控芒草心協會利用街友撈錢】芒草心一直以來陪伴輔導著貧窮線上下掙扎的人們，並帶領與鼓勵學生青年更貼近社會底層，挖掘社會結構性問題。應議員為何這樣指控，需要被大眾所檢視與討論。請別對夜裡無家可歸人的守護者開刀，因他們是面如此細密的網，網住所有失序下墜的人們。-指控摘要-艋舺公園附近協會與基金會疑利用遊民夜宿服務向社會局不當請款，其中芒草心協會前任理事長張獻忠竟然是台北市政府遊民專責小組的約聘社工，除違反公務人員利益迴避法在外成立協會申請社會局補助，並球員兼裁判審核自己協會的申請計畫，在還沒有安置場所前就預先核定安置床位社會局的補助方案計算，一個月30天補助7500元社會局是台北市預算最高的局處，卻寧願補助民間團體超出一般租屋行情的夜宿費用，而不積極輔導遊民脫遊，高預算全用來照顧民間團體，應該被扶助的弱勢族群反成為歛財請款的工具，芒草心甚至廣為宣傳三水樓這樣的照顧模式，營造租屋安置遊民的形象，對外招募資金、物資與青年志工，造成民眾誤解公部門無力解決艋舺公園遊民問題的錯誤印象，卻不知道這個印象的背後竟是如此黑暗的共犯結構。-回應摘要-張獻忠先生任職期間本會並未接受任何來自公部門或民間單位的補助，亦無任何利用職務之便圖利之事實。且市政府之方案審核有其既定流程，亦有學術領域專家學者之參與，其公正性可接受公評。共計收容59人，平均收容天數83.4日，目前現住住民23人，（13位就業中；7位求職中，3位社福申辦中），有36位已離開據點（15位就業租屋(41.6%)，3位福利身份租屋(8.3%)；18位自行離所(50%)），每一個入住的住民，都會經過專業社工會談，擬定輔導計劃，以協助脫遊為主要目標。以祈所收容之街友能在有限期間內，順利就業、儲蓄、租屋及重建生活網絡，儘速重返社會。==芒草心聲明全文==有關104年6月8日台北市議員應曉薇研究室新聞稿所述，與事實不符之處，本會具體回應如下：1、 本會共同發起人均為實際於一線從事遊民服務之社工及工作人員，協會正式成立於100年，前三年多為參與國際遊民相關研討會及論壇，以累積實務具體落實前之論述基礎，自103年始開辦理街友服務方案落實實作。本會於102年12月於三水街設立據點，進行硬體修繕及通過消防安全檢驗。之後本會於103年1月，提出方案申請台北市社會局「補助辦理遊民夜宿服務方案」經費補助，正式成立「自立支援中心」，以作為協助街友就業、安置及重建社會網絡等各項服務之推展據點。本會於103年2月開始接受社會局及其他社服團體轉介，提供街友住宿及就業服務。台北市政府於計畫審核通過後，核定自103年5月8日開始提供補助。故應議員所指「在還沒有安置場所前就預先核定安置床位」之說並非事實。本會於103年11月因應服務對象需支決定擴充服務據點，於103年12月新增兩個據點（非四個），將床位擴充到30床，並通過104年度社會局審核補助。2、 本會創會理事長張獻忠先生於任職期間，均以無給職身份參與協助協會事務，主要進行國際交流事務，其任期至102年12月11日止，後續由陳俊谷先生接任理事長迄今 (圖：理事長當選證書)。張獻忠先生任職期間本會並未接受任何來自公部門或民間單位的補助，亦無任何利用職務之便圖利之事實。且市政府之方案審核有其既定流程，亦有學術領域專家學者之參與，其公正性可接受公評。3、 本會自103年2月正式收容街友以來，迄104年5月底止，共計收容59人，平均收容天數83.4日，目前現住住民23人，（13位就業中；7位求職中，3位社福申辦中），有36位已離開據點（15位就業租屋(41.6%)，3位福利身份租屋(8.3%)；18位自行離所(50%)），離開據點後穩定租屋比例達50%。為提高離開據點住民之就業租屋穩定度，本會亦投入人力進行長達六個月的後續追蹤輔導，以祈能降低因不穩定因素重新回到街頭的循環。每一個入住的住民，都會經過專業社工會談，擬定輔導計劃，以協助脫遊為主要目標。4、 本會與其他台北市民間服務團體一同申請台北市社會局「補助辦理遊民夜宿服務方案」經費補助，有限的經費需提供房租、水電、人事、日常生活用品及行政雜支等，為使專業服務方案能有效推展，本會尚需另尋求專業人事補助，聘請專業背景且有證照之社工師協助據點住民居住適應、就業、社會網絡重建及培力等工作，以祈所收容之街友能在有限期間內，順利就業、儲蓄、租屋及重建生活網絡，儘速重返社會。5、 本會以協助街友及生活困窮者為宗旨服務對象，以直接服務結合倡議形式雙軌並行，冀實際協助遊民脫離街頭並能達到「為街友破除污名」之倡議效果。民間NPO組織有在限政府資源的協助外，無一不為自己的宗旨服務對象籌措資源以提供服務，「利用」服務對象斂財的說法，實嚴重打擊民間社福團體士氣，也是非公義的不實指控。芒草心今後仍將貫徹本會服務宗旨，竭力服務街友及生活困窮者，並持續倡議，以達到協助其自立並破除社會污名，及落實弱勢正義之目標。社團法人台灣芒草心慈善協會 104.06.08,Photo,6/8/1512:00上午,5620,8,130,15,,,,,1,,,,
509931262445814_682299111875694,https://www.facebook.com/Do.you.a.flavor/posts/682299111875694,【街頭撞見良食-香蕉與芒果好心乾】在開始試營運的同時，百味團隊持續尋找適合街賣者的產品，這樣的產品必須符合幾個原則，要輕薄短小而且要好要有意義，而果乾一直是我們想嘗試的產品，透過朋友介紹，我們找到了年輕的果乾師傅，昊恩。昊恩是個很有趣的人，也是個失敗的農夫(編:笑)，住在台中30多歲的他，非常關注社會議題，每每談論時事都非常激動，談論果乾除了激動還很囉嗦(編:大笑)，昊恩原本剛回台中想做農夫，因為他覺得農是立國之本也是台灣的長處，而政府卻不重視農業，因此想種不一樣的芭樂，他採用低農藥，有機肥，卻沒抓好要包袋的時間點，摘下來裡面都有蟲，他不敢拿來賣也覺得丟了太可惜了，但是因為蟲都只吃芭樂心，他笑說顯然芭樂心就是比較好吃比較營養嘛，真不知道為什麼大家都要把心挖掉，再加上家裡也是從事養生餐飲，所以他把心挖掉，做成芭樂乾，結果在農夫市集上大獲好評，想想自己想投入農業不一定要當農夫，做農產加工也是一種選擇，就把自己的果乾命名為「純粹好心乾」。昊恩自己跑產地，看田跟環境、跟農民交談、自己吃，他表示很多水果可以透過觀察與食用了解生產過程，像是觀察田邊如果有鳥、松鼠、蟲在吃，基本上可以確認無毒(編:不代表無農藥，正確使用農藥仍然可以保持農藥無殘留)，並且選用自然熟成而非趕上市催熟的水果，向農友收購水果時，會用高於批發價的2-3成購買。果乾的製作均為手工洗，削切薄片為了避免發酵、低溫(40-50度)烘焙 12-16小時，烘到濕度15%以下，烘的這麼乾因為無添加(編:連糖都沒有喔)為了避免細菌與霉菌滋生，也讓產品脫水失重只剩原本的1/5，因此成本也高，除了可直接食用，不同於一般市面上用炸的水果脆片，低溫烘焙對水果的營養與酵素破壞低，還可以加入牛奶等飲料。他希望未來如果產量到了一個程度，可以與農民用契作約定友善耕作的方式。一方面取得取得品質更好的水果，也讓種植的人可以有更穩定的收入。當我們購買一份產品同時了解了這些人的故事，我們彼此就不再只有買賣關係，而是多了一個連結，我們認為建立更多這樣的連結，才是使食安問題不再發生的根本解決。更多的街賣者在哪兒:http://doyouaflavor.tw/#vendors街賣計畫 是這樣開始的:https://www.youtube.com/watch?v=nSZnnD0Ab4Y,Photo,6/8/1512:00上午,2956,6,114,7,,,1,,,,,,
509931262445814_683642191741386,https://www.facebook.com/Do.you.a.flavor/posts/683642191741386,從去年坐在底下聽共同創辦人講彩色襪子的故事，之後一起舉辦了綠色公民齊步走環島講座，好夥伴iGoods愛物資在近日登上天下雜誌報導，恭喜恭喜(百味夥伴齊聲鼓掌)(聽起來陣仗超大XD)同樣是新創團隊，人生百味與愛物資常聊著，新興組織是否能有以合作代替競爭的機會，透共資源共享及互通有無，我們不用萬能無敵，而是串連起更多各地想做事的人，因為比起壯大，我們更貪心，貪的是創造美好社會的機會與可能。---------------你是否擔心過自己捐的東西，沒有送到需要的人手上？ 「愛物資」線上募集物資平台，結合物流和電子商務，把對的東西送給需要的人。已經破萬的物資捐贈平台： http://igoods.tw,Link,6/7/1512:00上午,9660,4,341,53,1,,,,,,,,
